"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD","WESF","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-04-14",,,"0.02","0.0","0.0","65","37","42",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-04-15",,,"0.00","0.0","0.0","66","39","45",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-04-16",,,"0.00","0.0","0.0","63","43","43",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-04-17",,,"0.00","0.0","0.0","67","42","53",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-04-18",,,"0.00","0.0","0.0","77","51","56",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-04-19",,,"0.00","0.0","0.0","64","46","48",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-04-20",,,"0.54","0.0","0.0","65","46","49",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-04-21",,,"0.10","0.0","0.0","49","37","38",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-04-22",,,"0.00","0.0","0.0","51","32","34",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-04-23",,,"0.00","0.0","0.0","44","30","32",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-04-24",,,"0.00","0.0","0.0","54","27","31",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-04-25",,,"0.12","0.0","0.0","57","31","41",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-04-26",,,"0.08","0.0","0.0","46","31","35",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-04-27",,,"0.00","0.0","0.0","56","34","39",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-04-28",,,"0.00","0.0","0.0","58","32","37",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-04-29",,,"0.00","0.0","0.0","57","34","40",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-04-30",,,"0.00","0.0","0.0","63","36","40",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-01",,,"0.00","0.0","0.0","50","34","40",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-02",,,"0.00","0.0","0.0","68","40","54",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-03",,,"0.00","0.0","0.0","76","54","58",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-04",,,"0.18","0.0","0.0","76","57","59",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-05",,,"0.64","0.0","0.0","73","47","47",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-06",,,"0.03","0.0","0.0","50","46","48",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-07",,,"0.00","0.0","0.0","72","48","59",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-08",,,"0.00","0.0","0.0","83","59","65",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-09",,,"1.82","0.0","0.0","80","50","50",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-10",,,"0.01","0.0","0.0","58","43","43",,,"    1","    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-11",,,"0.14","0.0","0.0","58","43","58",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-12",,,"0.19","0.0","0.0","68","45","46",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-13",,,"0.00","0.0","0.0","55","35","41",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-14",,,"0.00","0.0","0.0","53","38","46",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-15",,,"0.11","0.0","0.0","65","46","60",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-16",,,"0.17","0.0","0.0","75","59","62",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-17",,,"0.01","0.0","0.0","80","62","66",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-18",,,"0.00","0.0","0.0","82","66","66",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-19",,,"0.00","0.0","0.0","75","44","44",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-20",,,"0.00","0.0","0.0","52","34","40",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-21",,,"0.21","0.0","0.0","47","39","43",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-22",,,"0.00","0.0","0.0","68","42","49",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-23",,,"0.00","0.0","0.0","64","45","55",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-24",,,"0.00","0.0","0.0","79","55","63",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-25",,,"0.09","0.0","0.0","72","58","69",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-26",,,"0.01","0.0","0.0","78","65","68",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-27",,,"0.48","0.0","0.0","75","62","63",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-28",,,"0.04","0.0","0.0","73","56","63",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-29",,,"0.00","0.0","0.0","81","58","68",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-30",,,"0.00","0.0","0.0","81","66","66",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-05-31",,,"0.18","0.0","0.0","67","42","44",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-01",,,"0.00","0.0","0.0","58","41","43",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-02",,,"0.00","0.0","0.0","60","38","46",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-03",,,"0.00","0.0","0.0","69","45","54",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-04",,,"0.00","0.0","0.0","75","54","63",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-05",,,"0.00","0.0","0.0","82","58","58",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-06",,,"0.00","0.0","0.0","65","51","53",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-07",,,"0.00","0.0","0.0","69","51","66",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-08",,,"0.21","0.0","0.0","81","63","66",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-09",,,"0.11","0.0","0.0","82","59","60",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-10",,,"0.00","0.0","0.0","85","60","75",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-11",,,"0.00","0.0","0.0","89","60","63",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-12",,,"0.44","0.0","0.0","69","57","59",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-13",,,"0.22","0.0","0.0","62","56","58",,,"    1","    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-14",,,"0.57","0.0","0.0","83","58","69",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-15",,,"0.27","0.0","0.0","83","69","71",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-16",,,"0.71","0.0","0.0","80","62","63",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-17",,,"0.00","0.0","0.0","73","51","56",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-18",,,"0.05","0.0","0.0","74","56","69",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-19",,,"0.00","0.0","0.0","81","51","54",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-20",,,"0.00","0.0","0.0","68","49","56",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-21",,,"0.21","0.0","0.0","76","56","66",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-22",,,"0.00","0.0","0.0","84","66","71",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-23",,,"0.18","0.0","0.0","81","62","64",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-24",,,"0.00","0.0","0.0","79","57","64",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-25",,,"0.43","0.0","0.0","77","63","66",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-26",,,"0.25","0.0","0.0","75","56","60",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-27",,,"0.04","0.0","0.0","70","55","58",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-28",,,"0.00","0.0","0.0","74","51","58",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-29",,,"0.13","0.0","0.0","78","58","62",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-06-30",,,"0.03","0.0","0.0","74","60","61",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-01",,,"0.00","0.0","0.0","76","52","55",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-02",,,"0.00","0.0","0.0","69","46","52",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-03",,,"0.00","0.0","0.0","69","50","54",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-04",,,"0.00","0.0","0.0","76","54","62",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-05",,,"0.00","0.0","0.0","80","61","66",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-06",,,"0.00","0.0","0.0","82","65","70",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-07",,,"2.41","0.0","0.0","83","57","57",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-08",,,"0.00","0.0","0.0","68","49","52",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-09",,,"0.10","0.0","0.0","68","52","56",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-10",,,"0.00","0.0","0.0","76","56","63",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-11",,,"0.00","0.0","0.0","80","59","66",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-12",,,"0.09","0.0","0.0","77","64","65",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-13",,,"0.57","0.0","0.0","81","65","66",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-14",,,"0.09","0.0","0.0","85","66","71",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-15",,,"0.00","0.0","0.0","80","52","57",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-16",,,"0.00","0.0","0.0","73","54","60",,,"    1","    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-17",,,"1.54","0.0","0.0","73","60","72",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-18",,,"0.17","0.0","0.0","90","70","75",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-19",,,"0.78","0.0","0.0","87","69","75",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-20",,,"0.00","0.0","0.0","82","62","67",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-21",,,"0.00","0.0","0.0","84","61","64",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-22",,,"0.00","0.0","0.0","79","58","63",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-23",,,"0.00","0.0","0.0","81","58","64",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-24",,,"0.00","0.0","0.0","84","61","64",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-25",,,"0.00","0.0","0.0","82","64","72",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-26",,,"0.00","0.0","0.0","88","59","64",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-27",,,"0.00","0.0","0.0","78","63","67",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-28",,,"0.00","0.0","0.0","86","63","67",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-29",,,"0.00","0.0","0.0","89","67","73",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-30",,,"0.00","0.0","0.0","84","64","66",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-07-31",,,"0.00","0.0","0.0","86","65","67",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-01",,,"0.00","0.0","0.0","84","61","63",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-02",,,"0.00","0.0","0.0","85","63","70",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-03",,,"0.57","0.0","0.0","89","65","65",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-04",,,"0.00","0.0","0.0","80","56","61",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-05",,,"0.00","0.0","0.0","79","56","59",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-06",,,"0.00","0.0","0.0","80","58","61",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-07",,,"0.00","0.0","0.0","79","61","65",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-08",,,"0.00","0.0","0.0","81","65","67",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-09",,,"0.00","0.0","0.0","76","62","65",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-10",,,"0.00","0.0","0.0","78","65","67",,,"    1","    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-11",,,"1.02","0.0","0.0","81","60","62",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-12",,,"0.00","0.0","0.0","78","56","58",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-13",,,"0.00","0.0","0.0","80","58","65",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-14",,,"0.00","0.0","0.0","82","65","70",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-15",,,"0.28","0.0","0.0","87","64","68",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-16",,,"0.16","0.0","0.0","89","68","71",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-17",,,"0.00","0.0","0.0","86","70","71",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-18",,,"0.00","0.0","0.0","87","67","68",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-19",,,"0.40","0.0","0.0","82","67","70",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-20",,,"0.00","0.0","0.0","72","58","58",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-21",,,"0.00","0.0","0.0","72","54","59",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-22",,,"0.00","0.0","0.0","82","59","61",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-23",,,"0.00","0.0","0.0","80","61","67",,,"    1","    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-24",,,"0.07","0.0","0.0","74","54","55",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-25",,,"0.00","0.0","0.0","72","55","57",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-26",,,"0.00","0.0","0.0","68","55","57",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-27",,,"0.00","0.0","0.0","65","47","51",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-28",,,"0.00","0.0","0.0","74","51","58",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-29",,,"0.53","0.0","0.0","72","58","61",,,"    1","    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-30",,,"1.12","0.0","0.0","69","61","63",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-08-31",,,"0.00","0.0","0.0","73","59","59",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-01",,,"0.00","0.0","0.0","83","59","71",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-02",,,"0.00","0.0","0.0","88","70","71",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-03",,,"0.00","0.0","0.0","88","71","71",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-04",,,"0.06","0.0","0.0","89","64","65",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-05",,,"0.00","0.0","0.0","83","65","67",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-06",,,"0.00","0.0","0.0","86","67","72",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-07",,,"0.00","0.0","0.0","89","72","73",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-08",,,"0.06","0.0","0.0","85","71","71",,,"    1","    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-09",,,"0.66","0.0","0.0","76","62","62",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-10",,,"0.00","0.0","0.0","75","53","61",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-11",,,"0.66","0.0","0.0","67","56","58",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-12",,,"0.08","0.0","0.0","65","47","50",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-13",,,"0.00","0.0","0.0","64","45","47",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-14",,,"0.00","0.0","0.0","70","47","55",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-15",,,"0.00","0.0","0.0","81","55","63",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-16",,,"0.00","0.0","0.0","82","60","62",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-17",,,"0.00","0.0","0.0","81","62","65",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-18",,,"1.47","0.0","0.0","84","64","66",,,"    1","    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-19",,,"1.40","0.0","0.0","76","56","56",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-20",,,"0.00","0.0","0.0","69","47","47",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-21",,,"0.00","0.0","0.0","71","47","51",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-22",,,"0.00","0.0","0.0","73","51","56",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-23",,,"0.00","0.0","0.0","79","52","53",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-24",,,"0.00","0.0","0.0","78","53","53",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-25",,,"0.00","0.0","0.0","74","52","54",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-26",,,"0.00","0.0","0.0","72","54","57",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-27",,,"0.00","0.0","0.0","74","56","59",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-28",,,"0.00","0.0","0.0","73","59","65",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-29",,,"0.00","0.0","0.0","76","59","59",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-09-30",,,"0.20","0.0","0.0","60","48","49",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-01",,,"0.00","0.0","0.0","60","48","52",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-02",,,"0.00","0.0","0.0","59","49","50",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-03",,,"0.00","0.0","0.0","58","49","49",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-04",,,"0.05","0.0","0.0","52","47","50",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-05",,,"0.00","0.0","0.0","55","49","54",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-06",,,"0.00","0.0","0.0","60","50","54",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-07",,,"0.00","0.0","0.0","71","54","55",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-08",,,"0.00","0.0","0.0","72","47","52",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-09",,,"0.06","0.0","0.0","76","51","51",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-10",,,"0.00","0.0","0.0","59","38","39",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-11",,,"0.00","0.0","0.0","65","39","50",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-12",,,"0.00","0.0","0.0","78","50","60",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-13",,,"0.00","0.0","0.0","74","48","48",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-14",,,"0.00","0.0","0.0","61","40","40",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-15",,,"0.00","0.0","0.0","62","39","48",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-16",,,"0.00","0.0","0.0","68","39","39",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-17",,,"0.00","0.0","0.0","52","28","29",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-18",,,"0.00","0.0","0.0","52","29","33",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-19",,,"0.00","0.0","0.0","59","33","48",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-20",,,"0.00","0.0","0.0","72","48","55",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-21",,,"0.19","0.0","0.0","66","52","54",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-22",,,"0.00","0.0","0.0","71","49","49",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-23",,,"0.00","0.0","0.0","62","42","51",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-24",,,"0.44","0.0","0.0","64","51","64",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-25",,,"0.00","0.0","0.0","65","38","39",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-26",,,"0.00","0.0","0.0","61","35","35",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-27",,,"0.00","0.0","0.0","61","35","49",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-28",,,"0.58","0.0","0.0","55","49","52",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-29",,,"0.06","0.0","0.0","55","35","36",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-30",,,"0.00","0.0","0.0","45","34","36",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-10-31",,,"0.07","0.0","0.0","56","36","43",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-11-01",,,"0.50","0.0","0.0","50","43","45",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-11-02",,,"0.00","0.0","0.0","64","45","52",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-11-03",,,"0.00","0.0","0.0","72","45","48",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-11-04",,,"0.00","0.0","0.0","71","48","53",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-11-05",,,"0.00","0.0","0.0","70","53","59",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-11-06",,,"0.26","0.0","0.0","71","43","43",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-11-07",,,"0.00","0.0","0.0","51","35","35",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-11-08",,,"0.00","0.0","0.0","51","27","30",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-11-09",,,"0.00","0.0","0.0","52","28","28",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-11-10",,,"0.00","0.0","0.0","56","28","30",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-11-11",,,"0.00","0.0","0.0","56","30","37",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-11-12",,,"0.60","0.0","0.0","64","37","42",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-11-13",,,"0.02","0.0","0.0","47","34","34",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-11-14",,,"0.00","0.0","0.0","45","25","29",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-11-15",,,"0.00","0.0","0.0","55","28","44",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-11-16",,,"0.00","0.0","0.0","63","44","52",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-11-17",,,"0.05","0.0","0.0","60","46","49",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-11-18",,,"0.96","0.0","0.0","60","49","59",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-11-19",,,"0.01","0.0","0.0","61","39","39",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2015-11-20",,,"0.00","0.0","0.0","41","30","30",,,,,,,,
