"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD","WESF","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-02-05",,,"0.00","0.0","2.0","32","22","32",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-02-06",,,"0.06","0.6","2.0","34","23","23",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-02-07",,,"0.00","0.0","1.0","27","19","21",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-02-08",,,"0.00","0.1","1.0","28","16","19",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-02-09",,,"0.09","1.4","3.0","28","17","23",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-02-10",,,"0.44","8.0","9.0","27","19","19",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-02-11",,,"0.00","0.0","8.0","25","6","7",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-02-12",,,"0.00","0.0","7.0","27","3","6",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-02-13",,,"0.00","0.0","6.0","30","6","10",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-02-14",,,"0.00","0.0","6.0","28","7","7",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-02-15",,,"0.00","0.0","6.0","29","5","20",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-02-16",,,"0.03","0.9","6.0","28","20","25",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-02-17",,,"0.00","0.0","6.0","32","25","26",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-02-18",,,"0.00","0.0","5.0","32","26","28",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-02-19",,,"0.00","0.0","4.0","39","17","18",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-02-20",,,"0.08","1.3","5.0","40","17","28",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-02-21",,,"0.00","0.0","4.0","35","28","30",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-02-22",,,"0.44","3.8","7.0","34","30","30",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-02-23",,,"0.00","0.0","6.0","32","24","25",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-02-24",,,"0.03","1.0","7.0","33","20","20",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-02-25",,,"0.10","3.1","9.0","26","12","12",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-02-26",,,"0.00","0.0","8.0","27","12","13",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-02-27",,,"0.01","0.2","8.0","31","13","27",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-02-28",,,"0.00","0.0","8.0","34","27","30",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-01",,,"0.00","0.0","6.0","37","28","28",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-02",,,"0.00","0.0","5.0","36","20","26",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-03",,,"0.00","0.0","5.0","32","20","22",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-04",,,"0.00","0.0","5.0","38","15","18",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-05",,,"0.00","0.0","5.0","42","16","19",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-06",,,"0.00","0.0","5.0","37","13","16",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-07",,,"0.00","0.0","4.0","46","16","31",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-08",,,"0.00","0.0","3.0","47","27","33",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-09",,,"0.00","0.0","2.0","43","30","30",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-10",,,"0.07","0.0","1.0","44","30","42",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-11",,,"0.05","0.0","0.0","60","41","44",,,"    1","    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-12",,,"0.30","0.0","0.0","54","37","38",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-13",,,"0.58","0.0","0.0","52","38","43",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-14",,,"0.31","0.0","0.0","44","39","40",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-15",,,"0.00","0.0","0.0","50","38","40",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-16",,,"0.00","0.0","0.0","49","33","35",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-17",,,"0.00","0.0","0.0","61","27","27",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-18",,,"0.00","0.0","0.0","62","26","39",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-19",,,"0.00","0.0","0.0","61","39","45",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-20",,,"0.13","0.8","1.0","63","29","29",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-21",,,"0.34","2.6","3.0","31","29","31",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-22",,,"0.00","0.0","0.0","42","31","33",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-23",,,"0.00","0.0","0.0","49","26","26",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-24",,,"0.00","0.0","0.0","60","26","31",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-25",,,"0.02","0.0","0.0","52","31","42",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-26",,,"0.00","0.0","0.0","43","25","25",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-27",,,"0.00","0.0","0.0","39","25","33",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-28",,,"0.00","0.0","0.0","47","33","35",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-29",,,"0.00","0.0","0.0","52","28","30",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-30",,,"0.00","0.0","0.0","47","29","33",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-03-31",,,"0.00","0.0","0.0","63","32","51",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-01",,,"0.00","0.0","0.0","77","51","56",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-02",,,"0.00","0.0","0.0","82","55","60",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-03",,,"0.00","0.0","0.0","79","53","53",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-04",,,"0.17","0.0","0.0","58","44","47",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-05",,,"0.44","0.0","0.0","75","47","49",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-06",,,"0.43","0.0","0.0","70","44","44",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-07",,,"0.15","0.0","0.0","74","44","44",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-08",,,"0.11","0.0","0.0","46","33","34",,,,,"    1",,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-09",,,"0.00","0.0","0.0","40","26","28",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-10",,,"0.00","0.0","0.0","55","28","47",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-11",,,"0.00","0.0","0.0","73","42","47",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-12",,,"0.00","0.0","0.0","62","40","46",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-13",,,"0.01","0.0","0.0","66","44","44",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-14",,,"0.00","0.0","0.0","59","43","45",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-15",,,"0.00","0.0","0.0","80","45","64",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-16",,,"0.00","0.0","0.0","81","58","58",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-17",,,"0.00","0.0","0.0","63","35","40",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-18",,,"0.00","0.0","0.0","59","31","35",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-19",,,"0.00","0.0","0.0","52","31","34",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-20",,,"0.00","0.0","0.0","55","34","36",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-21",,,"0.00","0.0","0.0","63","36","47",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-22",,,"0.00","0.0","0.0","58","34","35",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-23",,,"0.00","0.0","0.0","59","35","42",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-24",,,"0.49","0.0","0.0","61","42","49",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-25",,,"0.20","0.0","0.0","59","48","53",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-26",,,"0.01","0.0","0.0","56","44","46",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-27",,,"0.00","0.0","0.0","62","40","42",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-28",,,"0.00","0.0","0.0","52","29","34",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-29",,,"0.00","0.0","0.0","63","34","51",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-04-30",,,"0.00","0.0","0.0","77","51","65",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-01",,,"0.34","0.0","0.0","79","58","59",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-02",,,"0.34","0.0","0.0","69","52","53",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-03",,,"0.00","0.0","0.0","69","49","51",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-04",,,"0.00","0.0","0.0","70","49","51",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-05",,,"0.00","0.0","0.0","78","51","55",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-06",,,"0.00","0.0","0.0","70","44","47",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-07",,,"0.46","0.0","0.0","60","42","45",,,"    1","    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-08",,,"0.30","0.0","0.0","55","39","39",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-09",,,"0.01","0.0","0.0","51","34","38",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-10",,,"0.00","0.0","0.0","57","36","46",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-11",,,"0.76","0.0","0.0","58","41","44",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-12",,,"0.35","0.0","0.0","47","42","43",,,"    1","    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-13",,,"3.30","0.0","0.0","48","42","47",,,"    1","    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-14",,,"0.14","0.0","0.0","72","46","49",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-15",,,"0.00","0.0","0.0","64","45","51",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-16",,,"0.00","0.0","0.0","59","39","47",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-17",,,"0.00","0.0","0.0","63","47","50",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-18",,,"0.01","0.0","0.0","60","46","52",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-19",,,"0.00","0.0","0.0","65","43","51",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-20",,,"0.00","0.0","0.0","75","44","52",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-21",,,"0.32","0.0","0.0","73","52","53",,,"    1","    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-22",,,"0.10","0.0","0.0","70","53","59",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-23",,,"0.00","0.0","0.0","75","59","67",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-24",,,"0.00","0.0","0.0","88","67","74",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-25",,,"0.00","0.0","0.0","91","64","70",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-26",,,"0.00","0.0","0.0","85","61","68",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-27",,,"0.05","0.0","0.0","85","63","64",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-28",,,"0.00","0.0","0.0","78","52","60",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-29",,,"0.00","0.0","0.0","80","56","63",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-30",,,"0.00","0.0","0.0","84","58","65",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-05-31",,,"0.00","0.0","0.0","88","65","73",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-01",,,"0.27","0.0","0.0","77","58","64",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-02",,,"0.62","0.0","0.0","83","64","65",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-03",,,"0.25","0.0","0.0","77","52","54",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-04",,,"0.00","0.0","0.0","71","53","60",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-05",,,"0.00","0.0","0.0","81","60","67",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-06",,,"1.14","0.0","0.0","78","55","58",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-07",,,"0.37","0.0","0.0","72","49","54",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-08",,,"0.03","0.0","0.0","68","53","55",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-09",,,"0.45","0.0","0.0","68","54","64",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-10",,,"0.00","0.0","0.0","81","55","62",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-11",,,"0.02","0.0","0.0","75","60","62",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-12",,,"0.42","0.0","0.0","87","62","67",,,"    1","    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-13",,,"0.26","0.0","0.0","67","60","61",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-14",,,"0.17","0.0","0.0","70","60","63",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-15",,,"0.04","0.0","0.0","67","57","61",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-16",,,"0.11","0.0","0.0","77","61","65",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-17",,,"0.00","0.0","0.0","81","60","66",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-18",,,"0.13","0.0","0.0","80","66","66",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-19",,,"1.13","0.0","0.0","87","64","67",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-20",,,"0.00","0.0","0.0","83","62","65",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-21",,,"0.00","0.0","0.0","80","62","66",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-22",,,"0.02","0.0","0.0","82","66","69",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-23",,,"0.26","0.0","0.0","86","66","66",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-24",,,"0.35","0.0","0.0","85","62","65",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-25",,,"0.00","0.0","0.0","82","59","66",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-26",,,"0.46","0.0","0.0","82","66","69",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-27",,,"0.00","0.0","0.0","85","69","71",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-28",,,"0.39","0.0","0.0","83","67","70",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-29",,,"0.00","0.0","0.0","80","55","61",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-06-30",,,"0.00","0.0","0.0","72","50","58",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-01",,,"0.00","0.0","0.0","73","49","58",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-02",,,"0.00","0.0","0.0","76","55","64",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-03",,,"0.00","0.0","0.0","82","61","65",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-04",,,"0.00","0.0","0.0","84","65","73",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-05",,,"0.24","0.0","0.0","87","73","77",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-06",,,"0.00","0.0","0.0","87","74","75",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-07",,,"0.00","0.0","0.0","88","70","72",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-08",,,"0.49","0.0","0.0","91","71","71",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-09",,,"0.00","0.0","0.0","86","69","70",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-10",,,"0.00","0.0","0.0","84","65","71",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-11",,,"0.00","0.0","0.0","88","64","71",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-12",,,"0.22","0.0","0.0","83","63","64",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-13",,,"0.00","0.0","0.0","81","64","69",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-14",,,"0.07","0.0","0.0","82","65","70",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-15",,,"0.08","0.0","0.0","89","70","72",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-16",,,"0.00","0.0","0.0","87","66","69",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-17",,,"0.00","0.0","0.0","88","69","72",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-18",,,"0.00","0.0","0.0","91","69","73",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-19",,,"0.00","0.0","0.0","90","64","68",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-20",,,"0.00","0.0","0.0","83","66","67",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-21",,,"0.00","0.0","0.0","85","67","71",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-22",,,"0.00","0.0","0.0","89","63","72",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-23",,,"0.64","0.0","0.0","88","70","70",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-24",,,"3.21","0.0","0.0","90","67","68",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-25",,,"0.19","0.0","0.0","85","66","67",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-26",,,"0.00","0.0","0.0","78","56","61",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-27",,,"0.00","0.0","0.0","82","61","70",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-28",,,"0.00","0.0","0.0","86","70","76",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-29",,,"0.00","0.0","0.0","85","62","66",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-30",,,"0.00","0.0","0.0","80","61","66",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-07-31",,,"1.92","0.0","0.0","79","64","64",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-01",,,"0.00","0.0","0.0","78","61","65",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-02",,,"0.00","0.0","0.0","83","65","70",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-03",,,"0.06","0.0","0.0","82","67","69",,,"    1","    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-04",,,"0.07","0.0","0.0","85","69","71",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-05",,,"0.19","0.0","0.0","83","68","69",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-06",,,"0.00","0.0","0.0","82","61","62",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-07",,,"0.00","0.0","0.0","81","62","64",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-08",,,"0.00","0.0","0.0","82","64","70",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-09",,,"0.87","0.0","0.0","85","67","71",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-10",,,"0.00","0.0","0.0","87","70","72",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-11",,,"0.00","0.0","0.0","86","72","73",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-12",,,"0.00","0.0","0.0","87","69","72",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-13",,,"0.00","0.0","0.0","90","69","73",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-14",,,"0.81","0.0","0.0","91","69","70",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-15",,,"0.00","0.0","0.0","87","70","73",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-16",,,"0.00","0.0","0.0","81","61","62",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-17",,,"0.00","0.0","0.0","79","62","65",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-18",,,"0.03","0.0","0.0","74","59","61",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-19",,,"0.00","0.0","0.0","81","61","68",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-20",,,"0.00","0.0","0.0","86","68","72",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-21",,,"0.53","0.0","0.0","91","69","70",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-22",,,"0.00","0.0","0.0","85","64","65",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-23",,,"0.00","0.0","0.0","81","61","63",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-24",,,"0.00","0.0","0.0","78","60","63",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-25",,,"0.00","0.0","0.0","82","56","57",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-26",,,"0.00","0.0","0.0","77","52","54",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-27",,,"0.00","0.0","0.0","77","54","60",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-28",,,"0.00","0.0","0.0","82","60","63",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-29",,,"0.00","0.0","0.0","86","63","70",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-30",,,"0.00","0.0","0.0","90","70","70",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-08-31",,,"0.11","0.0","0.0","87","70","73",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-09-01",,,"0.22","0.0","0.0","89","69","70",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-09-02",,,"0.02","0.0","0.0","81","67","70",,,,"    1",,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-09-03",,,"0.91","0.0","0.0","82","57","57",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-09-04",,,"0.00","0.0","0.0","67","48","49",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-09-05",,,"0.00","0.0","0.0","66","46","48",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-09-06",,,"0.04","0.0","0.0","73","48","62",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-09-07",,,"0.00","0.0","0.0","80","60","60",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-09-08",,,"0.00","0.0","0.0","74","49","50",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-09-09",,,"0.00","0.0","0.0","69","46","46",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-09-10",,,"0.00","0.0","0.0","65","46","50",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-09-11",,,"0.32","0.0","0.0","70","50","57",,,"    1",,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-09-12",,,"0.21","0.0","0.0","74","54","54",,,,,,,,
"USC00115961","MUNDELEIN 4 WSW, IL US","2010-09-13",,,"0.00","0.0","0.0","81","54","58",,,,,,,,
