,STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,month,year
0,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-01,0.0,0.0,0.0,41.0,29.0,36.0,1,2000
1,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-02,0.03,0.0,0.0,47.0,34.0,45.0,1,2000
2,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-03,0.0,0.0,0.0,59.0,34.0,35.0,1,2000
3,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-04,0.29,0.6,1.0,36.0,25.0,26.0,1,2000
4,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-05,0.0,0.0,1.0,29.0,11.0,11.0,1,2000
5,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-06,0.0,0.0,1.0,27.0,11.0,27.0,1,2000
6,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-07,0.0,0.0,0.0,41.0,19.0,19.0,1,2000
7,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-08,0.0,0.0,0.0,33.0,17.0,32.0,1,2000
8,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-09,0.07,0.0,0.0,47.0,32.0,37.0,1,2000
9,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-10,0.28,0.0,0.0,41.0,37.0,40.0,1,2000
10,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-11,0.0,0.0,0.0,45.0,31.0,32.0,1,2000
11,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-12,0.0,0.0,0.0,37.0,24.0,24.0,1,2000
12,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-13,0.07,0.8,1.0,33.0,23.0,23.0,1,2000
13,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-14,0.0,0.0,1.0,27.0,5.0,6.0,1,2000
14,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-15,0.0,0.0,0.0,28.0,6.0,28.0,1,2000
15,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-16,0.0,0.0,0.0,40.0,27.0,29.0,1,2000
16,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-17,0.0,0.0,0.0,29.0,21.0,21.0,1,2000
17,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-18,0.07,0.8,1.0,23.0,19.0,23.0,1,2000
18,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-19,0.0,0.0,1.0,35.0,9.0,11.0,1,2000
19,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-20,0.24,3.1,4.0,27.0,6.0,6.0,1,2000
20,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-21,0.0,0.0,3.0,14.0,-5.0,-5.0,1,2000
21,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-22,0.03,0.6,4.0,12.0,-5.0,11.0,1,2000
22,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-23,0.02,0.4,4.0,26.0,11.0,12.0,1,2000
23,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-24,0.0,0.0,4.0,16.0,-6.0,-6.0,1,2000
24,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-25,0.01,0.3,3.0,18.0,-6.0,10.0,1,2000
25,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-26,0.0,0.0,3.0,23.0,5.0,5.0,1,2000
26,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-27,0.0,0.0,3.0,22.0,5.0,9.0,1,2000
27,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-28,0.0,0.0,3.0,28.0,5.0,18.0,1,2000
28,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-29,0.0,0.0,2.0,33.0,11.0,12.0,1,2000
29,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-30,0.15,2.1,4.0,28.0,11.0,25.0,1,2000
30,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-01-31,0.1,1.2,5.0,32.0,12.0,12.0,1,2000
31,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-01,0.0,0.0,5.0,25.0,12.0,25.0,2,2000
32,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-02,0.0,0.0,5.0,31.0,9.0,9.0,2,2000
33,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-03,0.0,0.0,5.0,32.0,9.0,29.0,2,2000
34,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-04,0.0,0.0,5.0,36.0,26.0,27.0,2,2000
35,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-05,0.0,0.2,5.0,31.0,14.0,15.0,2,2000
36,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-06,0.0,0.0,4.0,30.0,12.0,15.0,2,2000
37,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-07,0.0,0.0,4.0,34.0,15.0,23.0,2,2000
38,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-08,0.0,0.0,4.0,36.0,7.0,12.0,2,2000
39,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-09,0.0,0.0,4.0,39.0,12.0,37.0,2,2000
40,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-10,0.0,0.0,1.0,47.0,33.0,35.0,2,2000
41,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-11,0.0,0.0,1.0,39.0,21.0,21.0,2,2000
42,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-12,0.0,0.0,1.0,29.0,9.0,9.0,2,2000
43,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-13,0.01,0.2,1.0,33.0,9.0,28.0,2,2000
44,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-14,0.12,1.2,2.0,31.0,23.0,23.0,2,2000
45,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-15,0.0,0.0,1.0,35.0,16.0,27.0,2,2000
46,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-16,0.0,0.0,0.0,42.0,24.0,24.0,2,2000
47,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-17,0.0,0.0,0.0,34.0,14.0,18.0,2,2000
48,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-18,0.19,1.9,2.0,36.0,18.0,29.0,2,2000
49,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-19,0.52,6.2,8.0,30.0,24.0,24.0,2,2000
50,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-20,0.0,0.0,8.0,32.0,23.0,24.0,2,2000
51,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-21,0.0,0.0,6.0,35.0,21.0,31.0,2,2000
52,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-22,0.0,0.0,1.0,46.0,31.0,43.0,2,2000
53,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-23,0.0,0.0,0.0,57.0,42.0,50.0,2,2000
54,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-24,0.11,0.0,0.0,65.0,49.0,52.0,2,2000
55,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-25,0.36,0.0,0.0,55.0,39.0,44.0,2,2000
56,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-26,0.0,0.0,0.0,71.0,44.0,58.0,2,2000
57,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-27,0.13,0.0,0.0,63.0,41.0,41.0,2,2000
58,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-28,0.0,0.0,0.0,51.0,29.0,30.0,2,2000
59,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-02-29,0.0,0.0,0.0,56.0,30.0,46.0,2,2000
60,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-01,0.03,0.0,0.0,64.0,42.0,42.0,3,2000
61,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-02,0.0,0.0,0.0,49.0,27.0,27.0,3,2000
62,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-03,0.0,0.0,0.0,41.0,20.0,24.0,3,2000
63,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-04,0.0,0.0,0.0,49.0,24.0,35.0,3,2000
64,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-05,0.0,0.0,0.0,63.0,35.0,43.0,3,2000
65,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-06,0.0,0.0,0.0,69.0,31.0,35.0,3,2000
66,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-07,0.0,0.0,0.0,70.0,35.0,54.0,3,2000
67,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-08,0.0,0.0,0.0,78.0,54.0,57.0,3,2000
68,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-09,0.03,0.0,0.0,76.0,47.0,47.0,3,2000
69,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-10,0.0,0.0,0.0,47.0,24.0,25.0,3,2000
70,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-11,0.0,0.0,0.0,32.0,24.0,25.0,3,2000
71,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-12,0.0,0.0,0.0,36.0,19.0,27.0,3,2000
72,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-13,0.0,0.0,0.0,48.0,27.0,38.0,3,2000
73,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-14,0.0,0.0,0.0,42.0,33.0,35.0,3,2000
74,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-15,0.0,0.0,0.0,56.0,35.0,41.0,3,2000
75,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-16,0.11,0.0,0.0,63.0,26.0,27.0,3,2000
76,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-17,0.0,0.0,0.0,37.0,22.0,28.0,3,2000
77,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-18,0.0,0.1,0.0,37.0,19.0,28.0,3,2000
78,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-19,0.0,0.0,0.0,41.0,28.0,36.0,3,2000
79,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-20,0.71,0.0,0.0,43.0,34.0,43.0,3,2000
80,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-21,0.03,0.0,0.0,50.0,43.0,45.0,3,2000
81,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-22,0.0,0.0,0.0,53.0,42.0,46.0,3,2000
82,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-23,0.0,0.0,0.0,58.0,38.0,43.0,3,2000
83,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-24,0.0,0.0,0.0,61.0,43.0,48.0,3,2000
84,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-25,0.15,0.0,0.0,68.0,47.0,48.0,3,2000
85,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-26,0.0,0.0,0.0,60.0,37.0,41.0,3,2000
86,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-27,0.04,0.0,0.0,67.0,38.0,41.0,3,2000
87,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-28,0.02,0.0,0.0,55.0,32.0,35.0,3,2000
88,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-29,0.01,0.0,0.0,46.0,26.0,31.0,3,2000
89,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-30,0.0,0.0,0.0,51.0,25.0,32.0,3,2000
90,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-03-31,0.0,0.0,0.0,54.0,27.0,39.0,3,2000
91,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-01,0.0,0.0,0.0,64.0,39.0,49.0,4,2000
92,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-02,0.04,0.0,0.0,56.0,43.0,43.0,4,2000
93,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-03,0.0,0.0,0.0,59.0,43.0,46.0,4,2000
94,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-04,0.0,0.0,0.0,60.0,32.0,33.0,4,2000
95,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-05,0.0,0.0,0.0,46.0,28.0,31.0,4,2000
96,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-06,0.0,0.0,0.0,64.0,31.0,44.0,4,2000
97,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-07,0.0,0.0,0.0,62.0,42.0,42.0,4,2000
98,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-08,0.63,1.3,1.0,42.0,25.0,25.0,4,2000
99,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-09,0.0,0.0,0.0,40.0,25.0,37.0,4,2000
100,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-10,0.0,0.0,0.0,57.0,33.0,34.0,4,2000
101,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-11,0.07,0.0,0.0,38.0,31.0,35.0,4,2000
102,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-12,0.0,0.0,0.0,38.0,28.0,30.0,4,2000
103,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-13,0.0,0.0,0.0,50.0,30.0,38.0,4,2000
104,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-14,0.0,0.0,0.0,62.0,38.0,48.0,4,2000
105,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-15,0.0,0.0,0.0,77.0,48.0,54.0,4,2000
106,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-16,0.0,0.0,0.0,73.0,38.0,39.0,4,2000
107,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-17,0.9,0.0,0.0,47.0,38.0,38.0,4,2000
108,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-18,0.0,0.0,0.0,41.0,38.0,41.0,4,2000
109,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-19,0.0,0.0,0.0,54.0,41.0,45.0,4,2000
110,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-20,1.6,0.0,0.0,53.0,45.0,51.0,4,2000
111,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-21,1.24,0.0,0.0,67.0,38.0,38.0,4,2000
112,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-22,0.0,0.0,0.0,56.0,31.0,36.0,4,2000
113,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-23,0.02,0.0,0.0,67.0,36.0,46.0,4,2000
114,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-24,0.03,0.0,0.0,52.0,39.0,43.0,4,2000
115,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-25,0.0,0.0,0.0,64.0,34.0,40.0,4,2000
116,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-26,0.0,0.0,0.0,62.0,33.0,39.0,4,2000
117,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-27,0.0,0.0,0.0,66.0,39.0,46.0,4,2000
118,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-28,0.0,0.0,0.0,69.0,35.0,42.0,4,2000
119,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-29,0.0,0.0,0.0,72.0,40.0,42.0,4,2000
120,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-04-30,0.0,0.0,0.0,59.0,35.0,41.0,4,2000
121,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-01,0.01,0.0,0.0,72.0,41.0,56.0,5,2000
122,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-02,0.25,0.0,0.0,67.0,40.0,46.0,5,2000
123,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-03,0.0,0.0,0.0,69.0,46.0,58.0,5,2000
124,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-04,0.0,0.0,0.0,78.0,58.0,64.0,5,2000
125,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-05,0.0,0.0,0.0,81.0,62.0,65.0,5,2000
126,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-06,0.0,0.0,0.0,85.0,64.0,66.0,5,2000
127,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-07,0.0,0.0,0.0,86.0,65.0,66.0,5,2000
128,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-08,0.11,0.0,0.0,79.0,66.0,68.0,5,2000
129,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-09,0.36,0.0,0.0,86.0,61.0,61.0,5,2000
130,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-10,0.82,0.0,0.0,63.0,42.0,49.0,5,2000
131,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-11,0.0,0.0,0.0,65.0,49.0,59.0,5,2000
132,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-12,0.62,0.0,0.0,75.0,57.0,74.0,5,2000
133,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-13,0.0,0.0,0.0,83.0,47.0,48.0,5,2000
134,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-14,0.0,0.0,0.0,56.0,39.0,44.0,5,2000
135,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-15,0.0,0.0,0.0,62.0,42.0,47.0,5,2000
136,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-16,0.0,0.0,0.0,71.0,47.0,58.0,5,2000
137,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-17,0.2,0.0,0.0,67.0,48.0,54.0,5,2000
138,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-18,0.49,0.0,0.0,67.0,53.0,54.0,5,2000
139,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-19,1.97,0.0,0.0,54.0,44.0,44.0,5,2000
140,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-20,0.0,0.0,0.0,49.0,44.0,46.0,5,2000
141,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-21,0.0,0.0,0.0,63.0,46.0,51.0,5,2000
142,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-22,0.0,0.0,0.0,70.0,51.0,57.0,5,2000
143,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-23,0.01,0.0,0.0,79.0,57.0,64.0,5,2000
144,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-24,0.0,0.0,0.0,81.0,55.0,63.0,5,2000
145,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-25,0.0,0.0,0.0,80.0,52.0,57.0,5,2000
146,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-26,0.0,0.0,0.0,76.0,49.0,57.0,5,2000
147,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-27,0.29,0.0,0.0,67.0,53.0,54.0,5,2000
148,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-28,0.26,0.0,0.0,58.0,52.0,52.0,5,2000
149,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-29,0.27,0.0,0.0,52.0,42.0,50.0,5,2000
150,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-30,0.0,0.0,0.0,67.0,49.0,57.0,5,2000
151,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-05-31,0.02,0.0,0.0,82.0,57.0,70.0,5,2000
152,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-01,0.57,0.0,0.0,73.0,58.0,62.0,6,2000
153,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-02,0.18,0.0,0.0,87.0,59.0,60.0,6,2000
154,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-03,0.0,0.0,0.0,70.0,44.0,52.0,6,2000
155,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-04,0.01,0.0,0.0,63.0,47.0,52.0,6,2000
156,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-05,0.61,0.0,0.0,60.0,50.0,50.0,6,2000
157,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-06,0.01,0.0,0.0,65.0,44.0,52.0,6,2000
158,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-07,0.0,0.0,0.0,74.0,52.0,60.0,6,2000
159,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-08,0.0,0.0,0.0,78.0,60.0,68.0,6,2000
160,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-09,0.0,0.0,0.0,90.0,65.0,70.0,6,2000
161,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-10,0.0,0.0,0.0,88.0,70.0,74.0,6,2000
162,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-11,0.84,0.0,0.0,88.0,70.0,70.0,6,2000
163,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-12,0.41,0.0,0.0,84.0,53.0,53.0,6,2000
164,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-13,1.25,0.0,0.0,59.0,53.0,58.0,6,2000
165,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-14,0.34,0.0,0.0,79.0,58.0,68.0,6,2000
166,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-15,0.11,0.0,0.0,78.0,62.0,63.0,6,2000
167,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-16,0.0,0.0,0.0,78.0,63.0,69.0,6,2000
168,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-17,0.02,0.0,0.0,73.0,51.0,56.0,6,2000
169,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-18,0.0,0.0,0.0,64.0,52.0,58.0,6,2000
170,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-19,0.0,0.0,0.0,75.0,58.0,63.0,6,2000
171,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-20,0.12,0.0,0.0,82.0,63.0,66.0,6,2000
172,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-21,0.29,0.0,0.0,81.0,66.0,69.0,6,2000
173,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-22,0.0,0.0,0.0,79.0,63.0,67.0,6,2000
174,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-23,0.0,0.0,0.0,80.0,59.0,67.0,6,2000
175,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-24,0.02,0.0,0.0,85.0,63.0,66.0,6,2000
176,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-25,2.22,0.0,0.0,77.0,63.0,65.0,6,2000
177,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-26,0.0,0.0,0.0,85.0,65.0,72.0,6,2000
178,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-27,0.09,0.0,0.0,79.0,56.0,61.0,6,2000
179,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-28,0.0,0.0,0.0,77.0,53.0,61.0,6,2000
180,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-29,0.05,0.0,0.0,69.0,54.0,58.0,6,2000
181,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-06-30,0.0,0.0,0.0,75.0,54.0,62.0,6,2000
182,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-01,0.0,0.0,0.0,80.0,61.0,66.0,7,2000
183,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-02,0.0,0.0,0.0,82.0,65.0,70.0,7,2000
184,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-03,2.02,0.0,0.0,85.0,63.0,63.0,7,2000
185,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-04,0.0,0.0,0.0,69.0,6.0,63.0,7,2000
186,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-05,0.0,0.0,0.0,79.0,63.0,65.0,7,2000
187,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-06,0.0,0.0,0.0,84.0,64.0,68.0,7,2000
188,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-07,0.0,0.0,0.0,82.0,61.0,64.0,7,2000
189,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-08,0.0,0.0,0.0,75.0,60.0,65.0,7,2000
190,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-09,0.0,0.0,0.0,84.0,65.0,74.0,7,2000
191,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-10,2.14,0.0,0.0,87.0,68.0,68.0,7,2000
192,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-11,1.01,0.0,0.0,80.0,60.0,66.0,7,2000
193,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-12,0.0,0.0,0.0,76.0,62.0,66.0,7,2000
194,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-13,0.0,0.0,0.0,79.0,61.0,69.0,7,2000
195,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-14,0.0,0.0,0.0,87.0,65.0,71.0,7,2000
196,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-15,0.0,0.0,0.0,85.0,61.0,67.0,7,2000
197,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-16,0.0,0.0,0.0,80.0,59.0,65.0,7,2000
198,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-17,0.0,0.0,0.0,83.0,65.0,71.0,7,2000
199,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-18,0.0,0.0,0.0,85.0,58.0,61.0,7,2000
200,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-19,0.02,0.0,0.0,71.0,58.0,62.0,7,2000
201,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-20,0.0,0.0,0.0,72.0,55.0,62.0,7,2000
202,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-21,0.09,0.0,0.0,76.0,55.0,58.0,7,2000
203,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-22,0.0,0.0,0.0,75.0,54.0,60.0,7,2000
204,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-23,0.0,0.0,0.0,71.0,50.0,56.0,7,2000
205,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-24,0.0,0.0,0.0,73.0,49.0,58.0,7,2000
206,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-25,0.0,0.0,0.0,78.0,57.0,63.0,7,2000
207,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-26,0.0,0.0,0.0,82.0,61.0,67.0,7,2000
208,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-27,0.0,0.0,0.0,84.0,67.0,71.0,7,2000
209,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-28,0.0,0.0,0.0,87.0,65.0,69.0,7,2000
210,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-29,0.0,0.0,0.0,84.0,66.0,69.0,7,2000
211,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-30,0.01,0.0,0.0,77.0,69.0,70.0,7,2000
212,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-07-31,0.99,0.0,0.0,73.0,65.0,66.0,7,2000
213,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-08-01,1.34,0.0,0.0,72.0,63.0,66.0,8,2000
214,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-08-02,0.02,0.0,0.0,84.0,65.0,67.0,8,2000
215,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-08-03,0.0,0.0,0.0,86.0,55.0,59.0,8,2000
216,USC00115961,"MUNDELEIN 4 WSW, IL US",2000-08-04,0.0,0.0,0.0,72.0,53.0,61.0,8,2000
